Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
XXII,"22nd Century Group, Inc",2.66,328680551.2,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/xxii
FAX,Aberdeen Asia-Pacific Income Fund Inc,4.78,1205185339,n/a,1986,n/a,n/a,https://www.nasdaq.com/symbol/fax
IAF,Aberdeen Australia Equity Fund Inc,6.44,146460579.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iaf
CH,"Aberdeen Chile Fund, Inc.",9.42,88149439.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ch
ABE           ,Aberdeen Emerging Markets Smaller Company Opportunities Fund I,15.17,143884613.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abe
FCO,"Aberdeen Global Income Fund, Inc.",8.69,75818416.41,n/a,1992,n/a,n/a,https://www.nasdaq.com/symbol/fco
IF,"Aberdeen Indonesia Fund, Inc.",7.86,72761631.3,n/a,1990,n/a,n/a,https://www.nasdaq.com/symbol/if
ISL,"Aberdeen Israel Fund, Inc.",20.062,79153979.02,n/a,1992,n/a,n/a,https://www.nasdaq.com/symbol/isl
ACU,Acme United Corporation.,24.0501,81146504.46,n/a,1988,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acu
ATNM,"Actinium Pharmaceuticals, Inc.",0.55,44040095,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnm
AE,"Adams Resources & Energy, Inc.",41.99,177096856,n/a,n/a,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/ae
ACY,AeroCentury Corp.,14.78,20938811.22,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/acy
AIRI,Air Industries Group,1.36,33809900.56,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/airi
AXU,Alexco Resource Corp,1.31,132696515.5,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/axu
ALO,Alio Gold Inc.,2.61,116611409.6,n/a,2011,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/alo
AAU,"Almaden Minerals, Ltd.",0.9021,92194281.71,n/a,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aau
APT,"Alpha Pro Tech, Ltd.",3.7,56075435.1,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/apt
AAMC,Altisource Asset Management Corp,68,108456124,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/aamc
DIT,AMCON Distributing Company,87.5,60417525,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/dit
ALN,American Lorain Corporation,0.193,7386948.971,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/aln
AMS,American Shared Hospital Services,2.6,14846000,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ams
USAS,Americas Silver Corporation,3.68,152821678.4,n/a,2017,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/usas
AMPE,"Ampio Pharmaceuticals, Inc.",2.57,195170449.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ampe
APHB,AmpliPhi Biosciences Corporation,1.31,17683595.68,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aphb
ARNC^,Arconic Inc.,88.2,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arnc^
AKG,Asanko Gold Inc.,0.8927,181619776.6,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/akg
AINC,Ashford Inc.,97.5,204040297.5,n/a,2014,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ainc
ASB.WS,Associated Banc-Corp,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb.ws
AST,"Asterias Biotherapeutics, Inc.",2.2,119132512.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ast
AUG,Auryn Resources Inc.,1.51,118914357.3,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aug
AWX,Avalon Holdings Corporation,2.18,8291261.58,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/awx
ASM,Avino Silver,1.33,70115143.49,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/asm
BTG,B2Gold Corp,3.02,2962417382,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/btg
BTN,"Ballantyne Strong, Inc",5.15,74242606,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/btn
BKJ,"Bancorp of New Jersey, Inc",17.5363,120561010.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bkj
BCV,Bancroft Fund Limited,21.39,112295361,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcv
BCV^A,Bancroft Fund Limited,24.7695,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcv^a
BHB,"Bar Harbor Bankshares, Inc.",28.45,439353350,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bhb
BRN,"Barnwell Industries, Inc.",2.09,17299264.4,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/brn
BGSF,BG Staffing Inc,17.3,151537204.8,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/bgsf
BPMX,BioPharmX Corporation,0.163,20783956.89,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpmx
BTX,"BioTime, Inc.",2.74,347611870,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/btx
BTX.WS,"BioTime, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/btx.ws
BGI,Birks Group Inc.,1.2,21553057.2,n/a,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/bgi
BZM,BlackRock Maryland Municipal Bond Trust,13.2982,27650428.63,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/bzm
MHE,BlackRock Massachusetts Tax-Exempt Trust,13.6437,32298840.16,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/mhe
BLE,BlackRock Municipal Income Trust II,13.57,318899464.5,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/ble
BLJ,Blackrock New Jersey Municipal Bond Trust,13.75,32008913.75,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/blj
BFY,BlackRock New York Municipal Income Trust II,13.83,69214295.67,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/bfy
BHV,BlackRock Virginia Municipal Bond Trust,16.25,26012983.75,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/bhv
BDR,"Blonder Tongue Laboratories, Inc.",0.62,5035537.7,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/bdr
BRG,"Bluerock Residential Growth REIT, Inc.",7.74,188043005.9,n/a,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/brg
BRG^A,"Bluerock Residential Growth REIT, Inc.",25.3867,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brg^a
BRG^C,"Bluerock Residential Growth REIT, Inc.",24.6015,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brg^c
BRG^D,"Bluerock Residential Growth REIT, Inc.",23.25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brg^d
BVX,Bovie Medical Corporation,2.52,82809178.2,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bvx
BWL.A,"Bowl America, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bwl.a
CMCL,Caledonia Mining Corporation Plc,7.35,77933174.55,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/cmcl
CEI,"Camber Energy, Inc.",0.0911,8486958.354,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cei
CANF,Can-Fite Biopharma Ltd,1.83,29929558.5,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/canf
ROX,"Castle Brands, Inc.",1.24,206015879.1,n/a,2006,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/rox
CAW,"CCA Industries, Inc.",3,21020052,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/caw
CVM,Cel-Sci Corporation,1.8,29882806.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cvm
CVM.WS,Cel-Sci Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cvm.ws
CET,Central Securities Corporation,27.2,674862763.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cet
LEU,Centrus Energy Corp.,3.6277,32789877,n/a,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/leu
CCF,Chase Corporation,109.1,1022795044,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ccf
CQH,"Cheniere Energy Partners LP Holdings, LLC",27.63,6401871000,n/a,2013,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/cqh
CQP,"Cheniere Energy Partners, LP",30,14520048690,n/a,2007,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/cqp
LNG,"Cheniere Energy, Inc.",55.71,13240299211,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/lng
CVR,Chicago Rivet & Machine Co.,33,31882356,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvr
CPHI,"China Pharma Holdings, Inc.",0.4195,18281624.16,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cphi
XNY,China Xiniya Fashion Limited,4.76,22581901.72,n/a,2010,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/xny
CISN.WS,Cision Ltd.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cisn.ws
CKX,"CKX Lands, Inc.",10.388,20178638.06,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ckx
GLV,Clough Global Dividend and Income Fund,13.1799,92344139.02,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/glv
GLQ,Clough Global Equity Fund,13.54,149287856.1,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/glq
GLO,Clough Global Opportunities Fund,10.97,353501799.6,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/glo
COHN,Cohen & Company Inc.,10.99,13834585.66,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cohn
MOC,Command Security Corporation,3.1,31332034.8,n/a,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/moc
CIX,CompX International Inc.,14.25,177072024.8,n/a,1998,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cix
LODE,"Comstock Mining, Inc.",0.3069,14810043.53,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/lode
CDOR,"Condor Hospitality Trust, Inc.",10.08,119282415.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor
CTO,Consolidated-Tomoka Land Co.,62.6,349579371,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cto
MCF,Contango Oil & Gas Company,3.25,82906824,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcf
CUO,Continental Materials Corporation,19.1,32129389.7,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cuo
CMT,Core Molding Technologies Inc,18.88,148252783.4,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/cmt
CVRS,"Corindus Vascular Robotics, Inc.",1.03,194364006.6,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cvrs
CRMD,CorMedix Inc,0.3188,21367703.58,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crmd
CRF,"Cornerstone Strategic Return Fund, Inc. (The)",15.35,342205163.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crf
CLM,"Cornerstone Strategic Value Fund, Inc.",15.4119,678490017.9,n/a,1987,n/a,n/a,https://www.nasdaq.com/symbol/clm
CVU,"CPI Aerostructures, Inc.",8.35,73989233.1,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/cvu
CIK,"Credit Suisse Asset Management Income Fund, Inc.",3.2327,169043588.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cik
DHY,Credit Suisse High Yield Bond Fund,2.71,271126375.4,n/a,1998,n/a,n/a,https://www.nasdaq.com/symbol/dhy
CRHM,CRH Medical Corporation,2.825,206277511.1,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/crhm
CRVP,"Crystal Rock Holdings, Inc.",0.968,20674941.85,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/crvp
CTEK,"CynergisTek, Inc.",5.34,50739398.4,n/a,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctek
DXR,Daxor Corporation,3.63,13760437.02,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxr
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",14.258,68967371.8,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/vcf
VFL,Delaware Investments Florida Insured Municipal Income Fund,12.6801,57421110.08,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/vfl
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",12.93,148759326.8,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/vmm
DLA,"Delta Apparel, Inc.",19.43,140116996.8,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/dla
DNN,Denison Mine Corp,0.4978,278361401.4,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/dnn
DGSE,"DGSE Companies, Inc.",0.9506,25612140.33,n/a,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/dgse
DSS,"Document Security Systems, Inc.",1.09,17918866.43,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/dss
DPW,"DPW Holdings, Inc.",1.66,57576416.08,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dpw
DMF,"Dreyfus Municipal Income, Inc.",8.24,170949355.4,n/a,1988,n/a,n/a,https://www.nasdaq.com/symbol/dmf
GRF,"Eagle Capital Growth Fund, Inc.",7.9,28352918.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grf
EVM,Eaton Vance California Municipal Bond Fund,10.6189,227184442,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/evm
EIA,Eaton Vance California Municipal Bond Fund II,10.83,42089235.48,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/eia
CEV,Eaton Vance California Municipal Income Trust,11.5389,83709815.47,n/a,1999,n/a,n/a,https://www.nasdaq.com/symbol/cev
EVV,Eaton Vance Limited Duration Income Fund,13.18,1530817697,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/evv
MAB,Eaton Vance Massachusetts Municipal Bond Fund,12.7198,22495144.38,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/mab
MMV,Eaton Vance Massachusetts Municipal Income Trust,12.5,34212762.5,n/a,1999,n/a,n/a,https://www.nasdaq.com/symbol/mmv
MIW,Eaton Vance Michigan Municipal Bond Fund,12.905,19358338.83,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/miw
EMI,Eaton Vance Michigan Municipal Income Trust,12.35,24860475.9,n/a,1999,n/a,n/a,https://www.nasdaq.com/symbol/emi
EIM,Eaton Vance Municipal Bond Fund,11.84,807112080,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/eim
EIV,Eaton Vance Municipal Bond Fund II,11.73,117456959.1,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/eiv
EMJ,Eaton Vance New Jersey Municipal Bond Fund,11.82,30485742.12,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/emj
EVJ,Eaton Vance New Jersey Municipal Income Trust,11.24,51683295.92,n/a,1999,n/a,n/a,https://www.nasdaq.com/symbol/evj
ENX,Eaton Vance New York Municipal Bond Fund,11.38,178231056.4,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/enx
NYH,Eaton Vance New York Municipal Bond Fund II,10.95,27993784.5,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/nyh
EVY,Eaton Vance New York Municipal Income Trust,12.2799,67241674.7,n/a,1999,n/a,n/a,https://www.nasdaq.com/symbol/evy
EIO,Eaton Vance Ohio Municipal Bond Fund,11.85,30074589,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/eio
EVO,Eaton Vance Ohio Municipal Income Trust,12.54,35828748.78,n/a,1999,n/a,n/a,https://www.nasdaq.com/symbol/evo
EIP,Eaton Vance Pennsylvania Municipal Bond Fund,12.05,35668482,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/eip
EVP,Eaton Vance Pennsylvania Municipal Income Trust,12.13,31550299.82,n/a,1999,n/a,n/a,https://www.nasdaq.com/symbol/evp
ELMD,"Electromed, Inc.",5.8,48061172.2,n/a,2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/elmd
ELLO,Ellomay Capital Ltd.,9.24,98658898.8,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ello
ECF,Ellsworth Growth and Income Fund Ltd.,9.11,117304896.8,n/a,1986,n/a,n/a,https://www.nasdaq.com/symbol/ecf
ECF^A,Ellsworth Growth and Income Fund Ltd.,23.99,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ecf^a
EMAN,eMagin Corporation,1.6,71724204.8,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/eman
MSN,Emerson Radio Corporation,1.42,33678128.64,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/msn
EMX,EMX Royalty Corporation,0.9001,71779618.53,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/emx
UUUU,Energy Fuels Inc,1.59,118276513,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/uuuu
UUUU.WS,Energy Fuels Inc,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uuuu.ws
ENRJ,"EnerJex Resources, Inc.",0.1643,2512950.591,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/enrj
ENSV,ENSERVCO Corporation,0.85,43501894.15,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ensv
ESNC,"EnSync, Inc.",0.3748,21012022.98,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/esnc
EGI,Entree Resources Ltd.,0.4154,72102461.81,n/a,2017,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/egi
EVI,"EnviroStarm, Inc.",35.55,396531383.4,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/evi
ERN,Erin Energy Corp.,3.75,806078358.8,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ern
ESP,Espey Mfg. & Electronics Corp.,26.82,63470146.86,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/esp
EVBN,"Evans Bancorp, Inc.",42.75,204313450.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/evbn
EPM,"Evolution Petroleum Corporation, Inc.",7.9,262054960.6,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/epm
FEN,First Trust Energy Income and Growth Fund,24.16,468635796.3,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/fen
BDL,"Flanigan&#39;s Enterprises, Inc.",22.68,42154113.96,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bdl
FSI,Flexible Solutions International Inc.,1.69,19473854.79,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/fsi
FTF,Franklin Limited Duration Income Trust,11.38,257234953.9,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/ftf
FSP,Franklin Street Properties Corp.,8.48,909320194.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fsp
FRD,Friedman Industries Inc.,6.02,42196852.88,n/a,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/frd
FTNW,"FTE Networks, Inc.",21.96,122916620.2,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ftnw
GGN,"GAMCO Global Gold, Natural Reources & Income Trust ",5.045,682659488.2,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/ggn
GGN^B,"GAMCO Global Gold, Natural Reources & Income Trust ",23.35,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggn^b
GST,Gastar Exploration Inc.,0.78,170731444.3,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gst
GST^A,Gastar Exploration Inc.,15.838,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gst^a
GST^B,Gastar Exploration Inc.,16.884,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gst^b
JOB,GEE Group Inc.,2.69,28095885.23,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/job
GMO,"General Moly, Inc",0.3849,42788515.86,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gmo
GSB,"GlobalSCAPE, Inc.",3.59,77442873.29,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gsb
GSAT,"Globalstar, Inc.",0.91,1145907205,n/a,2006,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/gsat
GLOW,"Glowpoint, Inc.",0.2849,12680782.48,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/glow
GORO,Gold Resource Corporation,4.47,254304933.5,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/goro
GSV,Gold Standard Ventures Corporation,1.65,385335507.2,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/gsv
AUMN,Golden Minerals Company,0.4,36771883.6,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aumn
GSS,"Golden Star Resources, Ltd",0.7193,273751967.2,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gss
GV,Goldfield Corporation (The),4.75,120893931.5,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/gv
GDP,Goodrich Petroleum Corporation,11.21,118136730.7,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gdp
GTE,Gran Tierra Energy Inc.,2.74,1055423455,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gte
GPL,Great Panther Silver Limited,1.21,203742568.5,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gpl
SIM,"Grupo Simec, S.A. de C.V.",9.89,1640781372,n/a,1993,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sim
GVP,"GSE Systems, Inc.",3.5,67896696,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gvp
GLF,"GulfMark Offshore, Inc.",29.5,836979310,n/a,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/glf
GLF.WS,"GulfMark Offshore, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glf.ws
HEB,"Hemispherx BioPharma, Inc.",0.5277,16815871.31,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/heb
HCAC,Hennessy Capital Acquisition Corp. III,9.88,316962750,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/hcac
